crack_start,crack_tip,load_location,load_condition,bottom_surface_deflections
"(5.218897408021877, 0)","(5.218897408021877, 0.15275531857527075)",[1.69695179 1.        ],[    0 -7435],"[ 0.         -0.01034132 -0.0205713  -0.03057796 -0.04024542 -0.04944601
 -0.05803204 -0.06584947 -0.07279929 -0.07889202 -0.08419317 -0.08876197
 -0.09263762 -0.09584753 -0.09841492 -0.10036123 -0.10170636 -0.10246022
 -0.10264909 -0.10243882 -0.10209442 -0.10002723 -0.09722274 -0.09416935
 -0.09077316 -0.08696658 -0.08278774 -0.07826973 -0.07344033 -0.06832485
 -0.06294739 -0.05733173 -0.05150165 -0.04548095 -0.03929345 -0.03296297
 -0.02651335 -0.01996842 -0.01335199 -0.00668791  0.        ]"
"(8.42352919845907, 0)","(8.42352919845907, 0.14824500697304918)",[2.23523925 1.        ],[    0 -8047],"[ 0.         -0.01254959 -0.02498511 -0.03719272 -0.0490589  -0.0604697
 -0.07130704 -0.08144012 -0.09071645 -0.09897671 -0.1061211  -0.11216836
 -0.11719676 -0.12127774 -0.12446104 -0.12678367 -0.12827854 -0.12897811
 -0.12891514 -0.12812269 -0.12663388 -0.12448188 -0.12169986 -0.11832098
 -0.1143784  -0.10990532 -0.10493488 -0.0995002  -0.09363368 -0.0873678
 -0.08073099 -0.07374873 -0.0665323  -0.05916693 -0.05116654 -0.04285864
 -0.03448409 -0.02599086 -0.01738596 -0.00871045  0.        ]"
"(5.184607689744675, 0)","(5.184607689744675, 0.4315561248169017)",[5.4141187 1.       ],[    0 -5960],"[ 0.         -0.01458682 -0.02912452 -0.04356399 -0.0578561  -0.07195173
 -0.08580178 -0.09935711 -0.11256861 -0.12538717 -0.13776372 -0.14964927
 -0.16099487 -0.17175124 -0.18186741 -0.19128689 -0.19994285 -0.207769
 -0.21477128 -0.22117692 -0.22800847 -0.22583586 -0.22113949 -0.21492636
 -0.20771743 -0.19947724 -0.19026923 -0.18019421 -0.16933316 -0.15775205
 -0.14551151 -0.13267114 -0.11929065 -0.10542991 -0.09114894 -0.07650776
 -0.06156641 -0.04638493 -0.03102334 -0.01554169  0.        ]"
"(4.165754460021357, 0)","(4.165754460021357, 0.3485803903565668)",[1.9486379 1.       ],[    0 -6312],"[ 0.         -0.0107858  -0.02147952 -0.03198924 -0.04222268 -0.05208434
 -0.06146876 -0.0702535  -0.07831078 -0.08555936 -0.0920101  -0.09771784
 -0.1027257  -0.10705743 -0.11076987 -0.11405468 -0.11744445 -0.117137
 -0.11578939 -0.11396807 -0.11176009 -0.10906933 -0.10590985 -0.10232184
 -0.09833735 -0.09398255 -0.0892812  -0.08425638 -0.07893109 -0.07332838
 -0.06747135 -0.06138313 -0.05508683 -0.04860557 -0.04196248 -0.03518066
 -0.02828325 -0.02129335 -0.0142341  -0.00712861  0.        ]"
"(5.211380071172805, 0)","(5.211380071172805, 0.35078146174365427)",[4.0053496 1.       ],[    0 -5667],"[ 0.         -0.01339383 -0.0267254  -0.03993242 -0.05295262 -0.06572373
 -0.07818348 -0.09026959 -0.10191981 -0.11307195 -0.12366405 -0.13363445
 -0.14292118 -0.1514591  -0.15917266 -0.16596646 -0.17173106 -0.17639933
 -0.18005428 -0.18301969 -0.18620815 -0.18289061 -0.17788423 -0.17207812
 -0.16569188 -0.15861679 -0.15087462 -0.14253139 -0.133643   -0.12425584
 -0.11441244 -0.1041542  -0.09352248 -0.08255867 -0.07130427 -0.05980077
 -0.04808971 -0.03621258 -0.02421091 -0.01212621  0.        ]"
"(5.3569575247396335, 0)","(5.3569575247396335, 0.11952915827481976)",[3.58014516 1.        ],[    0 -3426],"[ 0.         -0.00662869 -0.01321659 -0.01972292 -0.0261069  -0.03232773
 -0.03834466 -0.04411693 -0.04960394 -0.05476519 -0.05956002 -0.063946
 -0.06787531 -0.07129091 -0.0741328  -0.07636625 -0.07800575 -0.07909103
 -0.0796521  -0.07970386 -0.07939792 -0.07887945 -0.0772171  -0.07494305
 -0.07247079 -0.06967559 -0.06652772 -0.06306434 -0.05931202 -0.05529527
 -0.05103689 -0.046559   -0.04188352 -0.03703238 -0.03202753 -0.02689091
 -0.02164449 -0.01631023 -0.01091009 -0.00546602  0.        ]"
"(4.190346787245159, 0)","(4.190346787245159, 0.17500343655670814)",[7.75934116 1.        ],[    0 -2265],"[ 0.         -0.00256431 -0.00511928 -0.00765558 -0.01016389 -0.01263486
 -0.01505917 -0.01742749 -0.01973051 -0.02195891 -0.02410323 -0.02615359
 -0.02809948 -0.02992737 -0.03162753 -0.0332313  -0.0348157  -0.03586098
 -0.03664611 -0.03731484 -0.03782794 -0.03814463 -0.03826034 -0.03816885
 -0.03786219 -0.03733163 -0.03656812 -0.03556239 -0.034304   -0.03277894
 -0.03096711 -0.02884646 -0.02641173 -0.023691   -0.02072912 -0.01756902
 -0.0142475  -0.0107978  -0.00725201 -0.00364206  0.        ]"
"(7.790153014064612, 0)","(7.790153014064612, 0.12617376872095892)",[2.02099349 1.        ],[    0 -1410],"[ 0.         -0.00205658 -0.00409258 -0.00608749 -0.00802068 -0.00987081
 -0.01161433 -0.01322388 -0.01467088 -0.0159372  -0.01702548 -0.0179488
 -0.01871903 -0.01934422 -0.01983023 -0.02018217 -0.02040509 -0.02050408
 -0.02048429 -0.02035088 -0.020109   -0.01976384 -0.01932055 -0.01878431
 -0.01816027 -0.0174536  -0.0166693  -0.01581241 -0.01488714 -0.01389711
 -0.01286264 -0.01180049 -0.01061107 -0.00935776 -0.00808803 -0.00679024
 -0.00546414 -0.00411651 -0.00275302 -0.0013791   0.        ]"
"(5.8951433287122, 0)","(5.8951433287122, 0.19586397699318753)",[1.80024824 1.        ],[    0 -4340],"[ 0.         -0.0059644  -0.01186381 -0.01763286 -0.02320391 -0.02850243
 -0.03344222 -0.03793336 -0.04191806 -0.04540244 -0.04842476 -0.05101956
 -0.05320969 -0.05501116 -0.05643774 -0.057503   -0.05822064 -0.05860433
 -0.0586671  -0.05842109 -0.05787336 -0.05703918 -0.0560034  -0.05489826
 -0.05293824 -0.05061601 -0.04817506 -0.04557    -0.04276975 -0.03979527
 -0.03666504 -0.03339492 -0.02999955 -0.02649296 -0.02288906 -0.01920171
 -0.01544483 -0.01163231 -0.00777805 -0.00389598  0.        ]"
"(2.9152715678436576, 0)","(2.9152715678436576, 0.21281405107507406)",[8.26353729 1.        ],[    0 -9467],"[ 0.         -0.00862998 -0.01722967 -0.02576876 -0.03421692 -0.04254345
 -0.0507165  -0.05870151 -0.06645829 -0.07396186 -0.08127523 -0.08861369
 -0.09443435 -0.09962597 -0.10449763 -0.10900813 -0.11304346 -0.11657819
 -0.11959152 -0.12205707 -0.12394597 -0.12522816 -0.12587327 -0.1258509
 -0.12513067 -0.12368226 -0.12147547 -0.11848039 -0.11466753 -0.11000684
 -0.10446344 -0.09798747 -0.09050358 -0.08192834 -0.07224838 -0.06158976
 -0.05014862 -0.03811302 -0.0256455  -0.01289363  0.        ]"
"(7.796650855415346, 0)","(7.796650855415346, 0.3494624548852119)",[6.74753075 1.        ],[    0 -6550],"[ 0.         -0.01016778 -0.02029657 -0.03034739 -0.04028125 -0.05005917
 -0.05964215 -0.06899122 -0.07806739 -0.08683166 -0.09524507 -0.10326861
 -0.1108633  -0.11799016 -0.1246102  -0.13068443 -0.13617387 -0.14103953
 -0.1452424  -0.14874354 -0.15150405 -0.15348529 -0.15464893 -0.15495631
 -0.15436518 -0.15282175 -0.15025103 -0.14656417 -0.14171902 -0.13583033
 -0.12924221 -0.12273384 -0.1113477  -0.09870477 -0.0855966  -0.07212862
 -0.05822977 -0.04396989 -0.02945145 -0.01476659  0.        ]"
"(5.33736430280776, 0)","(5.33736430280776, 0.15344416953230067)",[7.591374 1.      ],[    0 -1667],"[ 0.         -0.00207654 -0.00414544 -0.00619908 -0.00822982 -0.01023004
 -0.01219209 -0.01410834 -0.01597117 -0.01777294 -0.01950602 -0.02116278
 -0.0227356  -0.02421686 -0.02559894 -0.02687409 -0.02803409 -0.02907002
 -0.02996977 -0.03072542 -0.03137354 -0.03199765 -0.03204303 -0.03181334
 -0.0314643  -0.0309553  -0.03024544 -0.02933133 -0.02820525 -0.02685302
 -0.02525819 -0.02341623 -0.02134702 -0.01908278 -0.01665434 -0.01408803
 -0.01140753 -0.00863569 -0.00579527 -0.00290908  0.        ]"
"(5.975435853805931, 0)","(5.975435853805931, 0.3225910630647794)",[8.00274171 1.        ],[    0 -1865],"[ 0.         -0.00210656 -0.00420629 -0.00629236 -0.00835793 -0.01039618
 -0.01240027 -0.01436338 -0.01627867 -0.0181393  -0.01993846 -0.02166931
 -0.02332501 -0.02489875 -0.02638371 -0.02777309 -0.02906004 -0.03023747
 -0.03129753 -0.03223052 -0.03302576 -0.03368384 -0.03424473 -0.03484718
 -0.03440416 -0.03363849 -0.03269839 -0.03161012 -0.03033179 -0.02885287
 -0.02716778 -0.02526347 -0.02312355 -0.02074473 -0.01815098 -0.01538003
 -0.01246807 -0.00944626 -0.00634282 -0.00318502  0.        ]"
"(1.9258344334500668, 0)","(1.9258344334500668, 0.27489204339916606)",[1.58447507 1.        ],[    0 -1937],"[ 0.         -0.00286931 -0.0057075  -0.00848079 -0.01115035 -0.01368296
 -0.01608888 -0.01849626 -0.01989783 -0.02097328 -0.02190683 -0.0227134
 -0.02335776 -0.02384459 -0.02418443 -0.02438498 -0.02445238 -0.02439215
 -0.02420959 -0.02390998 -0.02349864 -0.02298087 -0.022362   -0.02164735
 -0.02084224 -0.01995199 -0.01898192 -0.01793735 -0.01682362 -0.01564602
 -0.0144099  -0.01312056 -0.01178333 -0.01040354 -0.00898649 -0.00753752
 -0.00606194 -0.00456508 -0.00305226 -0.00152879  0.        ]"
"(3.979677517487175, 0)","(3.979677517487175, 0.2353944025827358)",[6.09950207 1.        ],[    0 -2486],"[ 0.         -0.00461814 -0.00921806 -0.01378157 -0.01829044 -0.02272647
 -0.02707148 -0.03130729 -0.0354157  -0.03937819 -0.04317533 -0.04678545
 -0.0501823  -0.05335271 -0.05635583 -0.05937157 -0.0611441  -0.06241424
 -0.06343938 -0.06418821 -0.06457526 -0.06458513 -0.06420217 -0.06339956
 -0.06214632 -0.06042894 -0.05827026 -0.05571148 -0.05279172 -0.04954342
 -0.04599508 -0.04217395 -0.03810711 -0.03382178 -0.02934523 -0.02470477
 -0.01992772 -0.0150414  -0.01007313 -0.00505022  0.        ]"
"(5.650569302890567, 0)","(5.650569302890567, 0.17045196975189053)",[1.97732313 1.        ],[    0 -3942],"[ 0.         -0.00593085 -0.01180419 -0.01756262 -0.02314851 -0.02850221
 -0.03355784 -0.03823889 -0.04246552 -0.04618702 -0.04941078 -0.05217333
 -0.05450786 -0.05643697 -0.057977   -0.05914227 -0.05994668 -0.06040353
 -0.06052525 -0.06031874 -0.05979988 -0.05906089 -0.05824681 -0.05649315
 -0.05433992 -0.05205425 -0.04958577 -0.04689933 -0.04401712 -0.04095863
 -0.03774043 -0.03437777 -0.03088523 -0.02727723 -0.02356818 -0.01977251
 -0.01590464 -0.01197902 -0.00801008 -0.00401226  0.        ]"
"(2.7029933613885557, 0)","(2.7029933613885557, 0.24840140185996773)",[1.77197854 1.        ],[    0 -2484],"[ 0.         -0.00379863 -0.00756012 -0.01124706 -0.01482045 -0.01823657
 -0.02144308 -0.02438148 -0.02702558 -0.02945094 -0.03184396 -0.03313101
 -0.03402344 -0.03476394 -0.03533123 -0.03567813 -0.03581594 -0.03575895
 -0.03551775 -0.03510129 -0.03451774 -0.03377502 -0.03288106 -0.03184382
 -0.03067123 -0.02937127 -0.02795189 -0.02642105 -0.02478672 -0.02305686
 -0.02123942 -0.01934237 -0.01737367 -0.01534128 -0.01325316 -0.01111728
 -0.00894159 -0.00673406 -0.00450264 -0.0022553   0.        ]"
"(3.439641065363257, 0)","(3.439641065363257, 0.3855633021822444)",[6.34930583 1.        ],[    0 -8680],"[ 0.         -0.01730689 -0.03455418 -0.05168229 -0.0686317  -0.08534295
 -0.10175633 -0.11781085 -0.13344125 -0.14857331 -0.16313026 -0.17709207
 -0.19062528 -0.20445269 -0.21221478 -0.21818104 -0.22307728 -0.22713901
 -0.23016318 -0.23207058 -0.23282687 -0.23238709 -0.23069231 -0.22766601
 -0.2232072  -0.21720741 -0.2096225  -0.20053622 -0.19009659 -0.17844425
 -0.16569644 -0.15195667 -0.13732403 -0.12189711 -0.10577485 -0.08905647
 -0.07184131 -0.05422872 -0.03631807 -0.01820871  0.        ]"
"(6.007345831964524, 0)","(6.007345831964524, 0.4250223772984109)",[4.23598549 1.        ],[    0 -5871],"[ 0.         -0.01345346 -0.02684509 -0.04011307 -0.05319558 -0.06603079
 -0.07855687 -0.09071199 -0.10243432 -0.11366206 -0.12433347 -0.13438699
 -0.14376132 -0.15239484 -0.16022293 -0.16717176 -0.17315169 -0.17806782
 -0.18186735 -0.18457978 -0.18627072 -0.18700356 -0.18688354 -0.18617341
 -0.1857245  -0.17866429 -0.16997397 -0.16049368 -0.15049875 -0.1399361
 -0.12883357 -0.11725669 -0.10526378 -0.09290486 -0.08022645 -0.06727415
 -0.05409348 -0.04073005 -0.02722953 -0.01363761  0.        ]"
"(7.944873674925418, 0)","(7.944873674925418, 0.2057906053588187)",[7.52246006 1.        ],[    0 -8856],"[ 0.         -0.01088312 -0.0217257  -0.03248718 -0.04312701 -0.05360466
 -0.06387957 -0.0739112  -0.083659   -0.09308241 -0.1021409  -0.11079392
 -0.11900091 -0.12672134 -0.13391464 -0.14054029 -0.14655772 -0.1519264
 -0.15660576 -0.16055527 -0.16373437 -0.16610256 -0.16761938 -0.16824458
 -0.16793802 -0.16665859 -0.16436134 -0.16098796 -0.15644825 -0.15069247
 -0.14395743 -0.13698643 -0.12487575 -0.11103943 -0.0966812  -0.08176949
 -0.06619142 -0.05008382 -0.03359537 -0.01685888  0.        ]"
"(2.6031489079806827, 0)","(2.6031489079806827, 0.4300434249011054)",[5.55561999 1.        ],[    0 -2755],"[ 0.         -0.00631918 -0.01261572 -0.01886691 -0.02504962 -0.03113944
 -0.03710948 -0.04293263 -0.04859817 -0.05414705 -0.05980233 -0.06339064
 -0.06638714 -0.06901025 -0.0713611  -0.07338748 -0.07506093 -0.07636567
 -0.07728338 -0.07779144 -0.07786176 -0.07745848 -0.07654339 -0.07509869
 -0.0731472  -0.07073209 -0.06789424 -0.06466706 -0.06107963 -0.05715961
 -0.05293451 -0.04843195 -0.04367964 -0.03870532 -0.03353675 -0.02820167
 -0.02272784 -0.017143   -0.01147492 -0.00575134  0.        ]"
"(7.282493053779629, 0)","(7.282493053779629, 0.12538739501983936)",[2.18964386 1.        ],[    0 -6508],"[ 0.         -0.01020413 -0.020316   -0.03024355 -0.03989497 -0.0491781
 -0.05799745 -0.06624722 -0.07380411 -0.08053924 -0.08637192 -0.0913173
 -0.09543867 -0.09879382 -0.10142297 -0.10335606 -0.1046197  -0.10524013
 -0.10524387 -0.10465764 -0.10350826 -0.10182256 -0.09962737 -0.09694945
 -0.09381467 -0.09024889 -0.08627301 -0.08190399 -0.07726284 -0.07245469
 -0.06683841 -0.0608073  -0.05465959 -0.04831644 -0.04176955 -0.03505618
 -0.02820634 -0.0212486  -0.01421038 -0.00711858  0.        ]"
"(1.7082387767026697, 0)","(1.7082387767026697, 0.29577193522522394)",[3.28684195 1.        ],[    0 -8167],"[ 0.         -0.01706799 -0.03402185 -0.05074194 -0.06714178 -0.08329198
 -0.09961368 -0.11257694 -0.12423771 -0.13510768 -0.14519554 -0.15422384
 -0.16204983 -0.16854727 -0.17363925 -0.17736305 -0.17981377 -0.18107879
 -0.18122343 -0.18030016 -0.1783573  -0.17544273 -0.1716047  -0.16689169
 -0.16135228 -0.15503509 -0.14798874 -0.14026183 -0.13190299 -0.12296083
 -0.11348394 -0.10352095 -0.09312046 -0.08233109 -0.07120145 -0.05978014
 -0.04811577 -0.03625697 -0.02425233 -0.01215047  0.        ]"
"(2.4862541699513794, 0)","(2.4862541699513794, 0.36697705480656484)",[1.88113062 1.        ],[    0 -1848],"[ 0.         -0.00371058 -0.0073942  -0.01102361 -0.01457027 -0.01800236
 -0.02128469 -0.02439258 -0.02735075 -0.03035684 -0.03170267 -0.03259616
 -0.03326391 -0.03377286 -0.03409306 -0.03422617 -0.03418508 -0.03398017
 -0.03361943 -0.03310988 -0.03245826 -0.03167129 -0.03075573 -0.02971833
 -0.02856585 -0.02730508 -0.02594277 -0.02448569 -0.02294062 -0.02131433
 -0.01961357 -0.01784513 -0.01601576 -0.01413225 -0.01220135 -0.01022984
 -0.00822449 -0.00619206 -0.00413932 -0.00207304  0.        ]"
"(6.963676787626141, 0)","(6.963676787626141, 0.38423427414796574)",[4.01709845 1.        ],[    0 -6854],"[ 0.         -0.01436337 -0.02865143 -0.04278886 -0.05670035 -0.07031057
 -0.08354421 -0.09632595 -0.10858049 -0.12023262 -0.13120736 -0.14142997
 -0.15082538 -0.15931498 -0.16680932 -0.1732005  -0.17837477 -0.18226915
 -0.18492163 -0.18642096 -0.18684981 -0.18627125 -0.18473391 -0.18227576
 -0.17893512 -0.17480373 -0.1701292  -0.1656243  -0.15601782 -0.14512054
 -0.13364889 -0.12177299 -0.10942605 -0.0966431  -0.08349331 -0.07003803
 -0.05633123 -0.04242391 -0.02836621 -0.0142082   0.        ]"
"(4.825251733277766, 0)","(4.825251733277766, 0.16634417031634433)",[4.74198311 1.        ],[    0 -9114],"[ 0.         -0.01877055 -0.03745347 -0.05596113 -0.0742059  -0.09210015
 -0.10955625 -0.12648656 -0.14280346 -0.15841935 -0.1732467  -0.18719809
 -0.20018609 -0.21212226 -0.22291398 -0.23246136 -0.2406273  -0.24730568
 -0.2528133  -0.25793605 -0.25705825 -0.25346629 -0.2488913  -0.24308734
 -0.2358317  -0.22725759 -0.21747627 -0.20657993 -0.19465257 -0.18177426
 -0.16802414 -0.15348131 -0.13822494 -0.12233431 -0.10588868 -0.08896734
 -0.07164958 -0.05401468 -0.03614193 -0.01811061  0.        ]"
"(7.878357608368274, 0)","(7.878357608368274, 0.46117583634519654)",[3.01516313 1.        ],[    0 -5011],"[ 0.         -0.00942313 -0.01878201 -0.0280124  -0.03705007 -0.04583087
 -0.05429078 -0.062366   -0.06999246 -0.07710351 -0.08362458 -0.08946761
 -0.09454024 -0.09878723 -0.10222713 -0.10491556 -0.10690389 -0.10822997
 -0.10892375 -0.10901258 -0.10852357 -0.10748403 -0.10592143 -0.10386333
 -0.1013372  -0.09837004 -0.09498748 -0.09121312 -0.08707224 -0.0826091
 -0.07792198 -0.07333412 -0.06619306 -0.05846511 -0.05047171 -0.04232823
 -0.03404066 -0.02563166 -0.01713471 -0.00858122  0.        ]"
"(5.303562163214937, 0)","(5.303562163214937, 0.2941059211762589)",[7.13131181 1.        ],[    0 -1689],"[ 0.         -0.00244866 -0.00488882 -0.00731197 -0.00970959 -0.01207319
 -0.01439426 -0.01666429 -0.01887477 -0.0210172  -0.02308307 -0.02506389
 -0.02695117 -0.02873642 -0.03041114 -0.03196656 -0.0333932  -0.03467966
 -0.0358125  -0.03678964 -0.03765521 -0.03854935 -0.03844915 -0.03800709
 -0.03739066 -0.0366057  -0.03559896 -0.03435778 -0.03287129 -0.0311241
 -0.02911166 -0.02685354 -0.02438164 -0.02172637 -0.01891362 -0.01596662
 -0.01290775 -0.00975929 -0.00654357 -0.003283    0.        ]"
"(1.7022658762953966, 0)","(1.7022658762953966, 0.3597773559813377)",[8.06771067 1.        ],[    0 -3565],"[ 0.         -0.00384249 -0.00766986 -0.01146697 -0.01522416 -0.01895076
 -0.02271256 -0.02586068 -0.02881171 -0.03163167 -0.03434636 -0.03692792
 -0.03936116 -0.04163561 -0.04373973 -0.04566099 -0.04738643 -0.04890297
 -0.05019754 -0.05125707 -0.0520685  -0.05261876 -0.05289481 -0.05288358
 -0.05257202 -0.05194712 -0.050996   -0.04970591 -0.04806391 -0.04605523
 -0.04365946 -0.0408466  -0.03758359 -0.03386377 -0.02973298 -0.02526343
 -0.02052433 -0.01557524 -0.01047011 -0.00526106  0.        ]"
"(8.458394720695162, 0)","(8.458394720695162, 0.42057696455883753)",[7.25193742 1.        ],[    0 -4399],"[ 0.         -0.00603395 -0.01204574 -0.01801322 -0.02391423 -0.02972663
 -0.03542825 -0.04099694 -0.04641054 -0.05164691 -0.05668388 -0.06149929
 -0.06607101 -0.07037686 -0.0743947  -0.07810237 -0.08147771 -0.08449858
 -0.0871428  -0.08938823 -0.09121271 -0.09259409 -0.09351029 -0.09393939
 -0.09385966 -0.09324914 -0.09208347 -0.09033052 -0.08794399 -0.08486991
 -0.0810894  -0.07668216 -0.07185429 -0.06714192 -0.05873188 -0.04948832
 -0.03992008 -0.03016463 -0.02022358 -0.01014555  0.        ]"
"(5.76255863311669, 0)","(5.76255863311669, 0.11377116279950925)",[1.62190521 1.        ],[    0 -4700],"[ 0.         -0.00574112 -0.01140963 -0.01693035 -0.02222049 -0.02718454
 -0.03172298 -0.03577108 -0.03933331 -0.04244895 -0.04515325 -0.04746881
 -0.0494108  -0.05099198 -0.05222487 -0.05312216 -0.05369671 -0.05396135
 -0.05392832 -0.05360977 -0.05301426 -0.05214729 -0.05108957 -0.04991782
 -0.04814426 -0.046051   -0.04385633 -0.04149572 -0.03895508 -0.03625528
 -0.03341164 -0.03043841 -0.02734895 -0.02415625 -0.02087319 -0.01751268
 -0.01408761 -0.0106109  -0.00709545 -0.00355418  0.        ]"
"(7.305886940387011, 0)","(7.305886940387011, 0.3325888381199407)",[7.2507256 1.       ],[    0 -8216],"[ 0.         -0.01183271 -0.02362405 -0.03533263 -0.04691707 -0.05833599
 -0.06954802 -0.08051178 -0.09118588 -0.10152896 -0.11149962 -0.1210565
 -0.13015821 -0.13876337 -0.14683061 -0.15431854 -0.16118579 -0.16739097
 -0.17289272 -0.1776497  -0.18162066 -0.18476444 -0.18703964 -0.18840337
 -0.1888075  -0.18819042 -0.18648023 -0.18367556 -0.1800392  -0.17659206
 -0.16535387 -0.15186209 -0.13738877 -0.12222658 -0.10625616 -0.08957163
 -0.07231725 -0.05461991 -0.03659462 -0.01835168  0.        ]"
"(8.011164630222499, 0)","(8.011164630222499, 0.41513772962739104)",[6.48250622 1.        ],[    0 -2552],"[ 0.         -0.00422629 -0.00843623 -0.01261345 -0.0167416  -0.02080431
 -0.02478523 -0.02866801 -0.03243627 -0.03607368 -0.03956385 -0.04289045
 -0.04603711 -0.04898747 -0.05172517 -0.05423386 -0.05649717 -0.05849875
 -0.06022224 -0.06165133 -0.06276977 -0.06356144 -0.06401007 -0.06409811
 -0.06380397 -0.0630991  -0.06195231 -0.0603499  -0.05831343 -0.05588469
 -0.05312312 -0.05013676 -0.04722686 -0.04212507 -0.03651682 -0.03069885
 -0.02475612 -0.01868568 -0.0125121  -0.00627207  0.        ]"
"(3.2721065077914786, 0)","(3.2721065077914786, 0.3287030494991979)",[6.76384013 1.        ],[    0 -8362],"[ 0.         -0.0142843  -0.02851883 -0.04265386 -0.05663968 -0.07042665
 -0.08396494 -0.09720372 -0.110089   -0.12255923 -0.13454821 -0.14603468
 -0.15715995 -0.16847579 -0.17548847 -0.18112679 -0.1859809  -0.19016062
 -0.19346935 -0.19584546 -0.19726064 -0.19767665 -0.19704824 -0.19532671
 -0.19245821 -0.18837558 -0.18298922 -0.17620244 -0.16798045 -0.15841164
 -0.14764626 -0.13582746 -0.12307583 -0.10949877 -0.09519937 -0.08028027
 -0.06484445 -0.04899515 -0.03283573 -0.01646955  0.        ]"
"(4.337512935111681, 0)","(4.337512935111681, 0.3403756878288249)",[7.20812558 1.        ],[    0 -8802],"[ 0.         -0.0132816  -0.02651887 -0.03966748 -0.0526831  -0.0655214
 -0.07813805 -0.09048876 -0.10252929 -0.11421544 -0.12550281 -0.13634585
 -0.14669528 -0.15649307 -0.16567613 -0.17423461 -0.18234777 -0.1906707
 -0.19398008 -0.19571739 -0.19658253 -0.19670192 -0.19586176 -0.19400452
 -0.19111125 -0.18715072 -0.18207878 -0.17583386 -0.16832969 -0.15947244
 -0.14923346 -0.13771381 -0.12507972 -0.1114899  -0.09707938 -0.08196925
 -0.06627609 -0.050116   -0.03360545 -0.01686117  0.        ]"
